省份,城市,年份,价格,趋势,,,,,,
内蒙古,兴安盟,2024,5750,0.32%↑,,,,,,
宁夏,固原,2019,4387,0.32%↓,,,,,,
宁夏,固原,2020,4752,1.45%↑,,,,,,
宁夏,固原,2021,4958,0.64%↓,,,,,,
宁夏,固原,2022,4732,1.2%↓,,,,,,
宁夏,固原,2023,5231,1.61%↑,,,,,,
宁夏,固原,2024,5402,1.63%↑,,,,,,
宁夏,石嘴山,2016,3034,2.27%↓,,,,,,
宁夏,石嘴山,2017,2978,0.01%↓,,,,,,
宁夏,石嘴山,2018,3000,0.6%↑,,,,,,
宁夏,石嘴山,2019,2941,--,,,,,,
宁夏,石嘴山,2020,2998,0.2%↑,,,,,,
宁夏,石嘴山,2021,3203,0.9%↓,,,,,,
宁夏,石嘴山,2022,3477,0.31%↑,,,,,,
宁夏,石嘴山,2023,4074,0.29%↑,,,,,,
宁夏,石嘴山,2024,4092,1.04%↑,,,,,,
宁夏,吴忠,2019,4508,0.04%↑,,,,,,
宁夏,吴忠,2020,4786,1.81%↑,,,,,,
宁夏,吴忠,2021,4829,0.04%↑,,,,,,
宁夏,吴忠,2022,5085,1.59%↓,,,,,,
宁夏,吴忠,2023,6185,0.79%↓,,,,,,
宁夏,吴忠,2024,6337,1.06%↑,,,,,,
宁夏,银川,2015,4630,14%↓,,,,,,
宁夏,银川,2016,5328,0.38%↑,,,,,,
宁夏,银川,2017,4946,--,,,,,,
宁夏,银川,2018,5194,0.45%↑,,,,,,
宁夏,银川,2019,6146,6.49%↑,,,,,,
宁夏,银川,2020,6777,1.22%↑,,,,,,
宁夏,银川,2021,7535,0.58%↑,,,,,,
宁夏,银川,2022,7453,0.53%↓,,,,,,
宁夏,银川,2023,7023,0.17%↑,,,,,,
宁夏,银川,2024,6981,0.49%↓,,,,,,
宁夏,中卫,2016,4444,0.18%↓,,,,,,
宁夏,中卫,2017,4444,--,,,,,,
宁夏,中卫,2018,4444,--,,,,,,
宁夏,中卫,2019,4061,0.02%↑,,,,,,
宁夏,中卫,2020,4189,0.48%↓,,,,,,
宁夏,中卫,2021,4434,0.11%↑,,,,,,
宁夏,中卫,2022,4454,0.52%↑,,,,,,
宁夏,中卫,2023,5418,2.06%↑,,,,,,
宁夏,中卫,2024,5433,0.33%↑,,,,,,
青海,海东,2019,10622,2.94%↑,,,,,,
青海,海东,2020,9339,1.77%↓,,,,,,
青海,海东,2021,8177,1.71%↓,,,,,,
青海,海东,2022,8034,0.77%↓,,,,,,
青海,海东,2023,8658,1.83%↓,,,,,,
青海,海东,2024,8357,1.71%↓,,,,,,
青海,海南,2019,7071,6.33%↓,,,,,,
青海,海南,2020,7058,--,,,,,,
青海,海南,2021,7058,--,,,,,,
青海,海南,2022,7058,--,,,,,,
青海,海南,2023,7058,--,,,,,,
青海,海南,2024,7058,--,,,,,,
青海,海西,2020,4867,1.36%↑,,,,,,
青海,海西,2021,4918,1.41%↑,,,,,,
青海,海西,2022,4613,0.17%↓,,,,,,
青海,海西,2023,4464,1.15%↓,,,,,,
青海,海西,2024,4477,0.08%↑,,,,,,
青海,西宁,2015,4379,--,,,,,,
青海,西宁,2016,6391,0.34%↑,,,,,,
青海,西宁,2017,6531,--,,,,,,
青海,西宁,2018,7493,1.77%↑,,,,,,
青海,西宁,2019,9165,0.8%↑,,,,,,
青海,西宁,2020,9969,0.89%↑,,,,,,
青海,西宁,2021,10080,1.94%↓,,,,,,
青海,西宁,2022,9664,0.05%↑,,,,,,
青海,西宁,2023,8662,0.06%↑,,,,,,
青海,西宁,2024,8717,0.95%↑,,,,,,
山东,滨州,2015,4644,1%↓,,,,,,
山东,滨州,2016,5000,0.18%↑,,,,,,
山东,滨州,2017,7278,--,,,,,,
山东,滨州,2018,7836,1.21%↓,,,,,,
山东,滨州,2019,7853,0.92%↓,,,,,,
山东,滨州,2020,7796,0.83%↑,,,,,,
山东,滨州,2021,7505,0.86%↓,,,,,,
山东,滨州,2022,7464,0.67%↓,,,,,,
山东,滨州,2023,6701,0.2%↓,,,,,,
山东,滨州,2024,6655,0.17%↑,,,,,,
山东,德州,2015,5286,--,,,,,,
山东,德州,2016,5344,0.22%↑,,,,,,
山东,德州,2017,6905,0.02%↓,,,,,,
山东,德州,2018,8132,1.07%↑,,,,,,
山东,德州,2019,8901,0.79%↑,,,,,,
山东,德州,2020,8987,1.73%↑,,,,,,
山东,德州,2021,8804,1.19%↓,,,,,,
山东,德州,2022,8675,1.62%↓,,,,,,
山东,德州,2023,7189,2.87%↓,,,,,,
山东,德州,2024,6925,0.72%↓,,,,,,
山东,东营,2015,6184,--,,,,,,
山东,东营,2016,6249,0.3%↓,,,,,,
山东,东营,2017,6251,0.02%↑,,,,,,
山东,东营,2018,7072,0.95%↑,,,,,,
山东,东营,2019,7989,0.58%↓,,,,,,
山东,东营,2020,8186,1.01%↓,,,,,,
山东,东营,2021,7855,1.42%↓,,,,,,
山东,东营,2022,7771,0.35%↑,,,,,,
山东,东营,2023,7130,0.07%↓,,,,,,
山东,东营,2024,7025,0.24%↓,,,,,,
山东,菏泽,2015,4744,--,,,,,,
山东,菏泽,2016,4751,0.6%↑,,,,,,
山东,菏泽,2017,6150,0.03%↑,,,,,,
山东,菏泽,2018,6523,2.08%↓,,,,,,
山东,菏泽,2019,6077,2.26%↓,,,,,,
山东,菏泽,2020,5855,1.62%↓,,,,,,
山东,菏泽,2021,5896,0.96%↑,,,,,,
山东,菏泽,2022,6250,0.75%↑,,,,,,
山东,菏泽,2023,5680,0.31%↑,,,,,,
山东,菏泽,2024,5656,0.03%↑,,,,,,
山东,济南,2015,9281,3%↓,,,,,,
山东,济南,2016,11667,4.04%↑,,,,,,
山东,济南,2017,15842,0.01%↑,,,,,,
山东,济南,2018,17674,1.26%↓,,,,,,
山东,济南,2019,16048,1.45%↓,,,,,,
山东,济南,2020,15295,0.07%↑,,,,,,
山东,济南,2021,15404,0.11%↑,,,,,,
山东,济南,2022,15889,0.76%↑,,,,,,
山东,济南,2023,14951,1.93%↓,,,,,,
山东,济南,2024,15200,1.77%↑,,,,,,
山东,济宁,2015,5507,--,,,,,,
山东,济宁,2016,5683,0.18%↑,,,,,,
山东,济宁,2017,6671,0.01%↓,,,,,,
山东,济宁,2018,7590,0.72%↑,,,,,,
山东,济宁,2019,8273,1.08%↑,,,,,,
山东,济宁,2020,8293,1.43%↓,,,,,,
山东,济宁,2021,8814,1.37%↓,,,,,,
山东,济宁,2022,8726,0.51%↓,,,,,,
山东,济宁,2023,7694,1.36%↓,,,,,,
山东,济宁,2024,7520,0.53%↓,,,,,,
山东,垦利,2019,5656,0.49%↑,,,,,,
山东,垦利,2020,5707,--,,,,,,
山东,垦利,2021,5702,0.08%↓,,,,,,
山东,垦利,2022,5707,--,,,,,,
山东,垦利,2023,5642,1.03%↓,,,,,,
山东,垦利,2024,5632,0.09%↓,,,,,,
山东,莱芜,2015,5010,--,,,,,,
山东,莱芜,2016,5156,0.22%↓,,,,,,
山东,莱芜,2017,5778,0.07%↑,,,,,,
山东,莱芜,2018,7049,1.36%↓,,,,,,
山东,莱芜,2019,7558,1.58%↑,,,,,,
山东,莱芜,2020,8209,--,,,,,,
山东,莱芜,2021,7901,1.95%↑,,,,,,
山东,莱芜,2022,7921,0.23%↓,,,,,,
山东,莱芜,2023,7254,0.55%↑,,,,,,
山东,莱芜,2024,7126,2.23%↓,,,,,,
山东,聊城,2015,5391,1%↑,,,,,,
山东,聊城,2016,5577,0.03%↓,,,,,,
山东,聊城,2017,7741,--,,,,,,
山东,聊城,2018,9399,2.57%↓,,,,,,
山东,聊城,2019,9728,2.04%↓,,,,,,
山东,聊城,2020,10486,0.18%↓,,,,,,
山东,聊城,2021,11132,1.55%↓,,,,,,
山东,聊城,2022,11058,1.28%↓,,,,,,
山东,聊城,2023,9207,1.82%↓,,,,,,
山东,聊城,2024,9069,0.06%↓,,,,,,
山东,临沂,2015,4400,4%↑,,,,,,
山东,临沂,2016,4663,0.13%↑,,,,,,
山东,临沂,2017,5240,0.01%↑,,,,,,
山东,临沂,2018,6221,0.66%↑,,,,,,
山东,临沂,2019,7351,1.67%↑,,,,,,
山东,临沂,2020,8643,0.81%↓,,,,,,
山东,临沂,2021,9292,0.52%↓,,,,,,
山东,临沂,2022,9398,0.14%↓,,,,,,
山东,临沂,2023,7454,1.03%↓,,,,,,
山东,临沂,2024,7260,0.63%↓,,,,,,
山东,青岛,2015,12384,--,,,,,,
山东,青岛,2016,13523,1.07%↑,,,,,,
山东,青岛,2017,18142,0.04%↑,,,,,,
山东,青岛,2018,18788,4.3%↓,,,,,,
山东,青岛,2019,16340,1.09%↓,,,,,,
山东,青岛,2020,16619,0.7%↑,,,,,,
山东,青岛,2021,15948,1.84%↓,,,,,,
山东,青岛,2022,16605,0.52%↑,,,,,,
山东,青岛,2023,15036,0.94%↑,,,,,,
山东,青岛,2024,15040,0.33%↑,,,,,,
山东,日照,2015,6109,1%↓,,,,,,
山东,日照,2016,5924,0.12%↓,,,,,,
山东,日照,2017,6819,0.02%↑,,,,,,
山东,日照,2018,8828,0.16%↓,,,,,,
山东,日照,2019,10200,0.11%↓,,,,,,
山东,日照,2020,10054,0.24%↓,,,,,,
山东,日照,2021,10514,2.76%↓,,,,,,
山东,日照,2022,10009,1.16%↓,,,,,,
山东,日照,2023,8318,1.17%↓,,,,,,
山东,日照,2024,8171,0.43%↓,,,,,,
山东,泰安,2015,6759,2%↑,,,,,,
山东,泰安,2016,7000,0.3%↓,,,,,,
山东,泰安,2017,8339,0.04%↑,,,,,,
山东,泰安,2018,10551,1.22%↓,,,,,,
山东,泰安,2019,11120,0.06%↑,,,,,,
山东,泰安,2020,10854,1.64%↓,,,,,,
山东,泰安,2021,10632,2.09%↑,,,,,,
山东,泰安,2022,9653,0.34%↑,,,,,,
山东,泰安,2023,8714,0.69%↓,,,,,,
山东,泰安,2024,8362,1.91%↓,,,,,,
山东,威海,2015,5626,1%↑,,,,,,
山东,威海,2016,6005,0.76%↑,,,,,,
山东,威海,2017,8232,0.03%↑,,,,,,
山东,威海,2018,10286,0.34%↓,,,,,,
山东,威海,2019,10202,0.07%↑,,,,,,
山东,威海,2020,9627,0.4%↓,,,,,,
山东,威海,2021,9549,1.05%↑,,,,,,
山东,威海,2022,8746,1.6%↓,,,,,,
山东,威海,2023,7805,1.09%↓,,,,,,
山东,威海,2024,7809,0.47%↑,,,,,,
山东,潍坊,2015,4660,1%↑,,,,,,
山东,潍坊,2016,4870,0.5%↑,,,,,,
山东,潍坊,2017,5997,--,,,,,,
山东,潍坊,2018,6736,0.5%↓,,,,,,
山东,潍坊,2019,6907,0.08%↑,,,,,,
山东,潍坊,2020,6979,0.12%↑,,,,,,
山东,潍坊,2021,6929,0.19%↓,,,,,,
山东,潍坊,2022,6790,0.32%↓,,,,,,
山东,潍坊,2023,6369,0.56%↓,,,,,,
山东,潍坊,2024,6293,0.1%↓,,,,,,
山东,烟台,2015,7495,2%↑,,,,,,
山东,烟台,2016,8109,1.45%↑,,,,,,
山东,烟台,2017,8801,0.06%↑,,,,,,
山东,烟台,2018,10490,1.36%↓,,,,,,
山东,烟台,2019,10452,1.57%↑,,,,,,
山东,烟台,2020,10144,0.25%↑,,,,,,
山东,烟台,2021,9968,0.2%↓,,,,,,
山东,烟台,2022,9343,0.62%↓,,,,,,
山东,烟台,2023,7560,1.17%↓,,,,,,
山东,烟台,2024,7595,0.2%↑,,,,,,
山东,枣庄,2015,4510,2%↓,,,,,,
山东,枣庄,2016,4446,0.04%↑,,,,,,
山东,枣庄,2017,4979,0.03%↑,,,,,,
山东,枣庄,2018,6216,0.04%↓,,,,,,
山东,枣庄,2019,7707,0.63%↓,,,,,,
山东,枣庄,2020,7894,0.54%↓,,,,,,
山东,枣庄,2021,8636,0.46%↓,,,,,,
山东,枣庄,2022,7948,3%↓,,,,,,
山东,枣庄,2023,7352,2.15%↓,,,,,,
山东,枣庄,2024,7350,0.68%↑,,,,,,
山东,章丘,2017,11891,0.04%↑,,,,,,
山东,章丘,2018,10818,--,,,,,,
山东,章丘,2019,9148,--,,,,,,
山东,章丘,2020,9148,--,,,,,,
山东,章丘,2021,9148,0.08%↓,,,,,,
山东,章丘,2022,9145,--,,,,,,
山东,章丘,2023,7915,2.13%↓,,,,,,
山东,章丘,2024,7680,0.92%↓,,,,,,
山东,诸城,2019,7350,--,,,,,,
山东,诸城,2020,7355,--,,,,,,
山东,诸城,2021,7370,0.14%↑,,,,,,
山东,诸城,2022,7355,0.03%↓,,,,,,
山东,诸城,2023,6940,0.85%↓,,,,,,
山东,诸城,2024,6821,0.65%↓,,,,,,
山东,淄博,2015,5594,5%↓,,,,,,
山东,淄博,2016,5893,0.79%↑,,,,,,
山东,淄博,2017,7029,0.03%↑,,,,,,
山东,淄博,2018,8499,0.15%↓,,,,,,
山东,淄博,2019,8680,1.11%↓,,,,,,
山东,淄博,2020,8739,0.08%↑,,,,,,
山东,淄博,2021,8757,0.41%↓,,,,,,
山东,淄博,2022,8496,1.2%↓,,,,,,
山东,淄博,2023,7404,0.42%↓,,,,,,
山东,淄博,2024,7384,0.38%↑,,,,,,
山西,大同,2015,3476,--,,,,,,
山西,大同,2016,3452,0.01%↓,,,,,,
山西,大同,2017,4135,0.01%↑,,,,,,
山西,大同,2018,5249,1.98%↑,,,,,,
山西,大同,2019,5701,1.56%↑,,,,,,
山西,大同,2020,6259,0.3%↓,,,,,,
山西,大同,2021,5947,0.09%↑,,,,,,
山西,大同,2022,6255,3.95%↑,,,,,,
山西,大同,2023,5281,0.33%↓,,,,,,
山西,大同,2024,5419,1.4%↑,,,,,,
山西,晋城,2015,6126,1%↓,,,,,,
山西,晋城,2016,6250,0.26%↓,,,,,,
山西,晋城,2017,6397,0.01%↑,,,,,,
山西,晋城,2018,7438,2.23%↑,,,,,,
山西,晋城,2019,8412,2.44%↑,,,,,,
山西,晋城,2020,8983,0.56%↓,,,,,,
山西,晋城,2021,8624,1.34%↓,,,,,,
山西,晋城,2022,8543,1.09%↑,,,,,,
山西,晋城,2023,8062,0.03%↓,,,,,,
山西,晋城,2024,7983,0.27%↑,,,,,,
山西,晋中,2015,5075,--,,,,,,
山西,晋中,2016,5108,--,,,,,,
山西,晋中,2017,5654,0.02%↑,,,,,,
山西,晋中,2018,7536,0.04%↑,,,,,,
山西,晋中,2019,7949,0.77%↓,,,,,,
山西,晋中,2020,8055,0.08%↑,,,,,,
山西,晋中,2021,7520,1.3%↓,,,,,,
山西,晋中,2022,7009,0.57%↓,,,,,,
山西,晋中,2023,6238,0.71%↓,,,,,,
山西,晋中,2024,6155,0.01%↑,,,,,,
山西,临汾,2015,5119,--,,,,,,
山西,临汾,2016,4827,0.7%↑,,,,,,
山西,临汾,2017,5150,0.05%↑,,,,,,
山西,临汾,2018,5274,0.24%↓,,,,,,
山西,临汾,2019,6239,1.42%↑,,,,,,
山西,临汾,2020,6540,0.24%↑,,,,,,
山西,临汾,2021,7163,0.22%↑,,,,,,
山西,临汾,2022,7240,0.26%↑,,,,,,
山西,临汾,2023,6957,0.41%↓,,,,,,
山西,临汾,2024,6961,0.05%↑,,,,,,
山西,吕梁,2019,4663,0.03%↑,,,,,,
山西,吕梁,2020,4787,0.41%↓,,,,,,
山西,吕梁,2021,5115,0.14%↑,,,,,,
山西,吕梁,2022,4827,2.86%↓,,,,,,
山西,吕梁,2023,5683,3.01%↑,,,,,,
山西,吕梁,2024,5244,4.86%↓,,,,,,
山西,朔州,2016,3591,1.8%↓,,,,,,
山西,朔州,2017,3543,0.02%↑,,,,,,
山西,朔州,2018,3608,--,,,,,,
山西,朔州,2019,3722,--,,,,,,
山西,朔州,2020,3752,0.06%↑,,,,,,
山西,朔州,2021,3775,0.19%↑,,,,,,
山西,朔州,2022,3817,3.47%↓,,,,,,
山西,朔州,2023,4642,0.79%↑,,,,,,
山西,朔州,2024,4715,0.43%↑,,,,,,
山西,太原,2015,8118,--,,,,,,
山西,太原,2016,8308,1.7%↑,,,,,,
山西,太原,2017,9695,0.05%↑,,,,,,
山西,太原,2018,11979,0.56%↓,,,,,,
山西,太原,2019,11752,0.85%↓,,,,,,
山西,太原,2020,11017,0.01%↑,,,,,,
山西,太原,2021,10265,0.65%↓,,,,,,
山西,太原,2022,9722,0.53%↓,,,,,,
山西,太原,2023,9288,0.52%↓,,,,,,
山西,太原,2024,9204,0.18%↓,,,,,,
山西,忻州,2015,5010,1%↓,,,,,,
山西,忻州,2016,4733,0.88%↑,,,,,,
山西,忻州,2017,4965,0.01%↓,,,,,,
山西,忻州,2018,5507,0.82%↑,,,,,,
山西,忻州,2019,5059,1.68%↓,,,,,,
山西,忻州,2020,5528,1.76%↑,,,,,,
山西,忻州,2021,6750,1.53%↑,,,,,,
山西,忻州,2022,6872,1.69%↑,,,,,,
山西,忻州,2023,7093,0.52%↑,,,,,,
山西,忻州,2024,7062,0.28%↓,,,,,,
山西,阳泉,2019,4421,--,,,,,,
山西,阳泉,2020,4547,0.48%↓,,,,,,
山西,阳泉,2021,4753,0.77%↓,,,,,,
山西,阳泉,2022,4812,0.75%↓,,,,,,
山西,阳泉,2023,5045,0.1%↑,,,,,,
山西,阳泉,2024,5176,0.5%↑,,,,,,
山西,运城,2015,3817,2%↓,,,,,,
山西,运城,2016,3764,0.33%↑,,,,,,
山西,运城,2017,4093,0.07%↑,,,,,,
山西,运城,2018,4731,0.8%↑,,,,,,
山西,运城,2019,5515,4.03%↑,,,,,,
山西,运城,2020,5696,0.47%↓,,,,,,
山西,运城,2021,6039,1.55%↓,,,,,,
山西,运城,2022,6168,1.29%↑,,,,,,
山西,运城,2023,5862,0.6%↑,,,,,,
山西,运城,2024,5830,0.36%↓,,,,,,
山西,长治,2015,5719,1%↓,,,,,,
山西,长治,2016,5717,0.08%↓,,,,,,
山西,长治,2017,6372,0.03%↑,,,,,,
山西,长治,2018,7173,1.03%↑,,,,,,
山西,长治,2019,8759,1.79%↑,,,,,,
山西,长治,2020,9231,0.02%↓,,,,,,
山西,长治,2021,9060,0.44%↓,,,,,,
山西,长治,2022,8730,0.49%↑,,,,,,
山西,长治,2023,8333,0.46%↓,,,,,,
山西,长治,2024,8364,0.37%↑,,,,,,
陕西,安康,2015,4039,3%↓,,,,,,
陕西,安康,2016,4265,0.33%↑,,,,,,
陕西,安康,2017,4279,0.03%↑,,,,,,
陕西,安康,2018,4723,0.8%↑,,,,,,
陕西,安康,2019,5269,0.09%↓,,,,,,
陕西,安康,2020,5240,0.05%↑,,,,,,
陕西,安康,2021,5292,0.17%↑,,,,,,
陕西,安康,2022,5140,1.11%↓,,,,,,
陕西,安康,2023,5386,0.56%↓,,,,,,
陕西,安康,2024,5404,0.13%↓,,,,,,
陕西,宝鸡,2015,3848,1%↓,,,,,,
陕西,宝鸡,2016,3765,0.35%↓,,,,,,
陕西,宝鸡,2017,4145,0.04%↑,,,,,,
陕西,宝鸡,2018,4837,0.18%↓,,,,,,
陕西,宝鸡,2019,5231,3.04%↓,,,,,,
陕西,宝鸡,2020,5222,0.66%↓,,,,,,
陕西,宝鸡,2021,5282,0.45%↓,,,,,,
陕西,宝鸡,2022,5140,2.46%↓,,,,,,
陕西,宝鸡,2023,4640,1.11%↓,,,,,,
陕西,宝鸡,2024,4590,0.01%↓,,,,,,
陕西,汉中,2015,3665,3%↑,,,,,,
陕西,汉中,2016,3577,0.39%↓,,,,,,
陕西,汉中,2017,4112,0.11%↑,,,,,,
陕西,汉中,2018,4774,0.54%↓,,,,,,
陕西,汉中,2019,5007,0.63%↓,,,,,,
陕西,汉中,2020,5244,0.11%↑,,,,,,
陕西,汉中,2021,5622,0.69%↑,,,,,,
陕西,汉中,2022,5728,0.02%↑,,,,,,
陕西,汉中,2023,5215,0.82%↓,,,,,,
陕西,汉中,2024,5143,1.22%↓,,,,,,
陕西,商洛,2019,4729,0.11%↑,,,,,,
陕西,商洛,2020,5220,--,,,,,,
陕西,商洛,2021,6119,1.03%↑,,,,,,
陕西,商洛,2022,5537,0.91%↓,,,,,,
陕西,商洛,2023,6266,1.84%↑,,,,,,
陕西,商洛,2024,6483,1.71%↑,,,,,,
陕西,铜川,2019,5284,--,,,,,,
陕西,铜川,2020,5300,2.82%↓,,,,,,
陕西,铜川,2021,4920,1.84%↓,,,,,,
陕西,铜川,2022,5052,0.45%↑,,,,,,
陕西,铜川,2023,4372,2.42%↓,,,,,,
陕西,铜川,2024,4124,0.81%↑,,,,,,
陕西,渭南,2018,5432,1.35%↓,,,,,,
陕西,渭南,2019,5041,0.43%↓,,,,,,
陕西,渭南,2020,5127,0.52%↓,,,,,,
陕西,渭南,2021,5279,0.5%↑,,,,,,
陕西,渭南,2022,5068,0.91%↓,,,,,,
陕西,渭南,2023,5348,0.57%↓,,,,,,
陕西,渭南,2024,5350,0.27%↑,,,,,,
陕西,西安,2015,6450,1%↓,,,,,,
陕西,西安,2016,6514,2.47%↑,,,,,,
陕西,西安,2017,8880,--,,,,,,
陕西,西安,2018,12207,0.27%↓,,,,,,
陕西,西安,2019,12446,0.03%↑,,,,,,
陕西,西安,2020,12748,0.6%↑,,,,,,
陕西,西安,2021,13921,--,,,,,,
陕西,西安,2022,14634,0.64%↑,,,,,,
陕西,西安,2023,13065,0.54%↓,,,,,,
陕西,西安,2024,12953,1.06%↑,,,,,,
陕西,咸阳,2015,5099,3%↑,,,,,,
陕西,咸阳,2016,4368,--,,,,,,
陕西,咸阳,2017,4916,0.02%↑,,,,,,
陕西,咸阳,2018,6925,1.21%↓,,,,,,
陕西,咸阳,2019,7646,2.29%↓,,,,,,
陕西,咸阳,2020,7802,0.09%↓,,,,,,
陕西,咸阳,2021,8894,0.57%↓,,,,,,
陕西,咸阳,2022,8810,1.18%↑,,,,,,
陕西,咸阳,2023,7655,0.94%↓,,,,,,
陕西,咸阳,2024,7749,0.44%↑,,,,,,
陕西,延安,2018,5136,1.58%↑,,,,,,
陕西,延安,2019,6053,0.52%↑,,,,,,
陕西,延安,2020,6170,0.34%↑,,,,,,
陕西,延安,2021,6384,0.71%↓,,,,,,
陕西,延安,2022,6228,0.27%↓,,,,,,
陕西,延安,2023,5983,0.17%↓,,,,,,
陕西,延安,2024,6054,0.58%↑,,,,,,
陕西,榆林,2016,5982,--,,,,,,
陕西,榆林,2017,6069,0.03%↓,,,,,,
陕西,榆林,2018,6237,0.14%↑,,,,,,
陕西,榆林,2019,6932,2.4%↓,,,,,,
陕西,榆林,2020,8126,2.8%↑,,,,,,
陕西,榆林,2021,9011,2.65%↑,,,,,,
陕西,榆林,2022,10407,1.75%↑,,,,,,
陕西,榆林,2023,9437,1.22%↑,,,,,,
陕西,榆林,2024,9430,1.95%↑,,,,,,
四川,巴中,2016,4333,0.88%↑,,,,,,
四川,巴中,2017,4350,0.01%↑,,,,,,
四川,巴中,2018,4599,1.4%↑,,,,,,
四川,巴中,2019,4859,0.16%↑,,,,,,
四川,巴中,2020,4851,0.86%↓,,,,,,
四川,巴中,2021,4742,1.03%↓,,,,,,
四川,巴中,2022,4810,0.62%↑,,,,,,
四川,巴中,2023,4854,1.91%↓,,,,,,
四川,巴中,2024,4761,1.12%↑,,,,,,
四川,成都,2015,8213,--,,,,,,
四川,成都,2016,8591,--,,,,,,
四川,成都,2017,12034,--,,,,,,
四川,成都,2018,13173,--,,,,,,
四川,成都,2019,13132,--,,,,,,
四川,成都,2020,13883,--,,,,,,
四川,成都,2021,14087,--,,,,,,
四川,成都,2022,15690,--,,,,,,
四川,成都,2023,14015,--,,,,,,
四川,成都,2024,14012,--,,,,,,
四川,达州,2015,4749,3%↓,,,,,,
四川,达州,2016,4893,0.52%↑,,,,,,
四川,达州,2017,6159,0.02%↑,,,,,,
四川,达州,2018,7281,2.34%↓,,,,,,
四川,达州,2019,6902,1.93%↓,,,,,,
四川,达州,2020,6556,1.28%↑,,,,,,
四川,达州,2021,6271,0.64%↓,,,,,,
四川,达州,2022,6117,0.97%↓,,,,,,
四川,达州,2023,5535,0.6%↑,,,,,,
四川,达州,2024,5503,0.44%↓,,,,,,
四川,德阳,2015,3670,--,,,,,,
四川,德阳,2016,3696,0.02%↑,,,,,,
四川,德阳,2017,4975,0.06%↑,,,,,,
四川,德阳,2018,5863,2.1%↓,,,,,,
四川,德阳,2019,6000,1.28%↓,,,,,,
四川,德阳,2020,6014,0.02%↓,,,,,,
四川,德阳,2021,6175,0.57%↑,,,,,,
四川,德阳,2022,6785,1.66%↑,,,,,,
四川,德阳,2023,6147,0.46%↑,,,,,,
四川,德阳,2024,6278,1.06%↑,,,,,,
四川,甘孜,2021,8301,--,,,,,,
四川,甘孜,2022,8301,--,,,,,,
四川,甘孜,2023,7699,1.52%↑,,,,,,
四川,甘孜,2024,8281,5.74%↑,,,,,,
四川,广安,2015,5150,2%↓,,,,,,
四川,广安,2016,5268,0.1%↑,,,,,,
四川,广安,2017,5332,0.04%↑,,,,,,
四川,广安,2018,5888,1.32%↓,,,,,,
四川,广安,2019,5836,0.22%↑,,,,,,
四川,广安,2020,5660,0.67%↓,,,,,,
四川,广安,2021,5526,0.05%↓,,,,,,
四川,广安,2022,5271,0.27%↓,,,,,,
四川,广安,2023,4795,0.87%↓,,,,,,
四川,广安,2024,4661,0.28%↓,,,,,,
四川,广元,2016,2327,0.1%↑,,,,,,
四川,广元,2017,6183,0.04%↑,,,,,,
四川,广元,2018,5711,2.63%↓,,,,,,
四川,广元,2019,6734,0.07%↓,,,,,,
四川,广元,2020,6891,0.43%↑,,,,,,
四川,广元,2021,6982,0.02%↓,,,,,,
四川,广元,2022,6823,0.44%↑,,,,,,
四川,广元,2023,7031,0.97%↓,,,,,,
四川,广元,2024,7084,1.06%↑,,,,,,
四川,乐山,2015,4171,1%↓,,,,,,
四川,乐山,2016,4201,0.46%↑,,,,,,
四川,乐山,2017,4913,0.06%↑,,,,,,
四川,乐山,2018,5798,1.67%↓,,,,,,
四川,乐山,2019,5436,1.85%↓,,,,,,
四川,乐山,2020,5383,0.9%↓,,,,,,
四川,乐山,2021,5863,1.27%↓,,,,,,
四川,乐山,2022,5267,4.6%↓,,,,,,
四川,乐山,2023,4658,0.71%↑,,,,,,
四川,乐山,2024,4826,1.93%↑,,,,,,
四川,凉山,2016,6953,--,,,,,,
四川,凉山,2017,8073,0.08%↑,,,,,,
四川,凉山,2018,9686,1.93%↑,,,,,,
四川,凉山,2019,9198,0.13%↑,,,,,,
四川,凉山,2020,9330,0.05%↓,,,,,,
四川,凉山,2021,9203,0.41%↓,,,,,,
四川,凉山,2022,9297,0.12%↑,,,,,,
四川,凉山,2023,8886,0.48%↓,,,,,,
四川,凉山,2024,9014,0.73%↑,,,,,,
四川,泸州,2015,4657,17%↑,,,,,,
四川,泸州,2016,4950,0.53%↓,,,,,,
四川,泸州,2017,5990,0.03%↑,,,,,,
四川,泸州,2018,6801,0.84%↑,,,,,,
四川,泸州,2019,6408,1.74%↓,,,,,,
四川,泸州,2020,6202,0.23%↓,,,,,,
四川,泸州,2021,6119,0.53%↓,,,,,,
四川,泸州,2022,6333,1.05%↑,,,,,,
四川,泸州,2023,5911,1.86%↓,,,,,,
四川,泸州,2024,5854,0.35%↓,,,,,,
四川,眉山,2015,3768,--,,,,,,
四川,眉山,2016,3769,0.01%↑,,,,,,
四川,眉山,2017,4335,0.06%↑,,,,,,
四川,眉山,2018,6124,0.4%↓,,,,,,
四川,眉山,2019,5953,1.2%↓,,,,,,
四川,眉山,2020,5914,0.99%↓,,,,,,
四川,眉山,2021,5868,0.9%↓,,,,,,
四川,眉山,2022,5725,0.22%↑,,,,,,
四川,眉山,2023,5714,0.28%↑,,,,,,
四川,眉山,2024,5705,1.2%↑,,,,,,
四川,绵阳,2015,4710,4%↑,,,,,,
四川,绵阳,2016,5233,1.19%↑,,,,,,
