省份,城市,年份,价格,趋势,,,,,,,
江西,吉安,2015,4894,1.00% ↓,,,,,,,
江西,吉安,2016,5013,1.06% ↑,,,,,,,
江西,吉安,2017,6900,0.04% ↑,,,,,,,
江西,吉安,2018,8071,0.90% ↓,,,,,,,
江西,吉安,2019,7967,0.21% ↓,,,,,,,
江西,吉安,2020,7879,1.07% ↓,,,,,,,
江西,吉安,2021,8236,1.01% ↓,,,,,,,
江西,吉安,2022,8420,1.11% ↓,,,,,,,
江西,吉安,2023,7828,0.57% ↑,,,,,,,
江西,吉安,2024,7674,0.13% ↓,,,,,,,
江西,景德镇,2015,3680,—,,,,,,,
江西,景德镇,2016,3763,0.99% ↓,,,,,,,
江西,景德镇,2017,5811,0.02% ↑,,,,,,,
江西,景德镇,2018,6284,0.85% ↓,,,,,,,
江西,景德镇,2019,6618,0.28% ↑,,,,,,,
江西,景德镇,2020,6748,0.31% ↓,,,,,,,
江西,景德镇,2021,7056,1.40% ↓,,,,,,,
江西,景德镇,2022,6881,1.79% ↑,,,,,,,
江西,景德镇,2023,6242,0.31% ↓,,,,,,,
江西,景德镇,2024,6143,—,,,,,,,
江西,九江,2015,5098,6.00% ↑,,,,,,,
江西,九江,2016,5207,1.32% ↑,,,,,,,
江西,九江,2017,6519,0.02% ↑,,,,,,,
江西,九江,2018,7174,0.08% ↑,,,,,,,
江西,九江,2019,6716,0.23% ↓,,,,,,,
江西,九江,2020,6785,0.13% ↑,,,,,,,
江西,九江,2021,6924,0.03% ↑,,,,,,,
江西,九江,2022,6857,0.08% ↑,,,,,,,
江西,九江,2023,7378,1.95% ↓,,,,,,,
江西,九江,2024,7381,0.24% ↓,,,,,,,
江西,南昌,2011,7578,4.14% ↓,,,,,,,
江西,南昌,2012,8058,0.37% ↑,,,,,,,
江西,南昌,2013,9134,0.46% ↑,,,,,,,
江西,南昌,2014,9112,0.54% ↓,,,,,,,
江西,南昌,2015,9138,—,,,,,,,
江西,南昌,2016,9907,5.31% ↑,,,,,,,
江西,南昌,2017,11304,—,,,,,,,
江西,南昌,2018,12150,0.21% ↓,,,,,,,
江西,南昌,2019,12086,0.64% ↓,,,,,,,
江西,南昌,2020,12171,0.71% ↓,,,,,,,
江西,南昌,2021,11914,0.23% ↓,,,,,,,
江西,南昌,2022,11832,0.11% ↑,,,,,,,
江西,南昌,2023,10879,0.44% ↑,,,,,,,
江西,南昌,2024,10956,0.10% ↓,,,,,,,
江西,萍乡,2015,3714,—,,,,,,,
江西,萍乡,2016,3690,0.23% ↓,,,,,,,
江西,萍乡,2017,4055,0.06% ↑,,,,,,,
江西,萍乡,2018,4864,0.68% ↓,,,,,,,
江西,萍乡,2019,5271,0.33% ↑,,,,,,,
江西,萍乡,2020,5227,0.73% ↓,,,,,,,
江西,萍乡,2021,5708,2.94% ↑,,,,,,,
江西,萍乡,2022,5303,1.61% ↓,,,,,,,
江西,萍乡,2023,4953,0.47% ↓,,,,,,,
江西,萍乡,2024,4908,0.96% ↓,,,,,,,
江西,上饶,2016,6955,0.38% ↓,,,,,,,
江西,上饶,2017,7714,0.01% ↓,,,,,,,
江西,上饶,2018,7696,1.41% ↓,,,,,,,
江西,上饶,2019,7714,0.13% ↓,,,,,,,
江西,上饶,2020,7869,0.74% ↑,,,,,,,
江西,上饶,2021,8006,0.32% ↓,,,,,,,
江西,上饶,2022,7642,0.31% ↓,,,,,,,
江西,上饶,2023,7341,1.01% ↓,,,,,,,
江西,上饶,2024,7309,0.07% ↓,,,,,,,
江西,新余,2018,5361,3.01% ↑,,,,,,,
江西,新余,2019,5466,0.84% ↑,,,,,,,
江西,新余,2020,5483,0.05% ↑,,,,,,,
江西,新余,2021,5961,0.11% ↓,,,,,,,
江西,新余,2022,5763,0.86% ↓,,,,,,,
江西,新余,2023,5957,0.69% ↓,,,,,,,
江西,新余,2024,5919,0.95% ↑,,,,,,,
江西,宜春,2016,4090,—,,,,,,,
江西,宜春,2017,5696,0.02% ↓,,,,,,,
江西,宜春,2018,6679,0.72% ↓,,,,,,,
江西,宜春,2019,6994,0.60% ↓,,,,,,,
江西,宜春,2020,6982,1.47% ↑,,,,,,,
江西,宜春,2021,7931,0.60% ↓,,,,,,,
江西,宜春,2022,7714,2.48% ↓,,,,,,,
江西,宜春,2023,6972,1.93% ↓,,,,,,,
江西,宜春,2024,6861,0.30% ↑,,,,,,,
江西,鹰潭,2019,6174,0.13% ↑,,,,,,,
江西,鹰潭,2020,6184,0.09% ↑,,,,,,,
江西,鹰潭,2021,6428,0.68% ↓,,,,,,,
江西,鹰潭,2022,6386,0.18% ↓,,,,,,,
江西,鹰潭,2023,6601,0.92% ↓,,,,,,,
江西,鹰潭,2024,6453,1.37% ↓,,,,,,,
辽宁,鞍山,2015,4600,1.00% ↓,,,,,,,
辽宁,鞍山,2016,4206,0.47% ↓,,,,,,,
辽宁,鞍山,2017,4372,—,,,,,,,
辽宁,鞍山,2018,4287,0.20% ↑,,,,,,,
辽宁,鞍山,2019,4580,0.64% ↓,,,,,,,
辽宁,鞍山,2020,4677,1.01% ↑,,,,,,,
辽宁,鞍山,2021,4517,0.78% ↓,,,,,,,
辽宁,鞍山,2022,4632,0.55% ↑,,,,,,,
辽宁,鞍山,2023,4087,0.66% ↓,,,,,,,
辽宁,鞍山,2024,4205,1.89% ↑,,,,,,,
辽宁,本溪,2016,4809,—,,,,,,,
辽宁,本溪,2018,5328,0.30% ↑,,,,,,,
辽宁,本溪,2019,5216,1.88% ↑,,,,,,,
辽宁,本溪,2020,5250,0.19% ↑,,,,,,,
辽宁,本溪,2021,5313,0.33% ↓,,,,,,,
辽宁,本溪,2022,5135,1.02% ↓,,,,,,,
辽宁,本溪,2023,4845,1.38% ↓,,,,,,,
辽宁,本溪,2024,4810,0.13% ↓,,,,,,,
辽宁,朝阳,2017,4708,0.09% ↑,,,,,,,
辽宁,朝阳,2018,4645,2.25% ↑,,,,,,,
辽宁,朝阳,2019,4686,0.66% ↑,,,,,,,
辽宁,朝阳,2020,4700,0.03% ↑,,,,,,,
辽宁,朝阳,2021,5042,0.23% ↑,,,,,,,
辽宁,朝阳,2022,4915,0.04% ↑,,,,,,,
辽宁,朝阳,2023,4916,0.35% ↓,,,,,,,
辽宁,朝阳,2024,4916,0.17% ↑,,,,,,,
辽宁,大连,2010,10846,1.33% ↑,,,,,,,
辽宁,大连,2011,11026,1.34% ↓,,,,,,,
辽宁,大连,2012,10455,0.24% ↓,,,,,,,
辽宁,大连,2013,10884,0.20% ↓,,,,,,,
辽宁,大连,2014,10100,0.62% ↓,,,,,,,
辽宁,大连,2015,9737,—,,,,,,,
辽宁,大连,2016,9775,1.56% ↓,,,,,,,
辽宁,大连,2017,10411,0.01% ↑,,,,,,,
辽宁,大连,2018,11797,1.17% ↑,,,,,,,
辽宁,大连,2019,13683,1.15% ↑,,,,,,,
辽宁,大连,2020,14543,0.08% ↑,,,,,,,
辽宁,大连,2021,15221,2.85% ↓,,,,,,,
辽宁,大连,2022,14154,0.07% ↓,,,,,,,
辽宁,大连,2023,12950,1.08% ↓,,,,,,,
辽宁,大连,2024,12565,1.90% ↓,,,,,,,
辽宁,丹东,2015,5491,2.00% ↓,,,,,,,
辽宁,丹东,2016,5474,0.10% ↑,,,,,,,
辽宁,丹东,2017,5646,0.05% ↑,,,,,,,
辽宁,丹东,2018,6273,0.14% ↑,,,,,,,
辽宁,丹东,2019,6736,1.06% ↓,,,,,,,
辽宁,丹东,2020,6962,0.75% ↑,,,,,,,
辽宁,丹东,2021,6721,1.58% ↓,,,,,,,
辽宁,丹东,2022,6397,1.00% ↓,,,,,,,
辽宁,丹东,2023,6035,0.07% ↑,,,,,,,
辽宁,丹东,2024,6069,1.07% ↑,,,,,,,
辽宁,抚顺,2016,4452,0.02% ↑,,,,,,,
辽宁,抚顺,2017,4762,0.04% ↑,,,,,,,
辽宁,抚顺,2018,4523,1.61% ↓,,,,,,,
辽宁,抚顺,2019,4805,1.74% ↓,,,,,,,
辽宁,抚顺,2020,4916,0.54% ↑,,,,,,,
辽宁,抚顺,2021,4817,1.88% ↓,,,,,,,
辽宁,抚顺,2022,4785,0.35% ↑,,,,,,,
辽宁,抚顺,2023,4308,1.18% ↓,,,,,,,
辽宁,抚顺,2024,4257,0.16% ↓,,,,,,,
辽宁,阜新,2016,3762,—,,,,,,,
辽宁,阜新,2017,3753,0.10% ↑,,,,,,,
辽宁,阜新,2018,3712,1.45% ↑,,,,,,,
辽宁,阜新,2019,3681,0.17% ↓,,,,,,,
辽宁,阜新,2020,4014,1.49% ↑,,,,,,,
辽宁,阜新,2021,3846,0.83% ↓,,,,,,,
辽宁,阜新,2022,4049,0.50% ↑,,,,,,,
辽宁,阜新,2023,3868,0.30% ↑,,,,,,,
辽宁,阜新,2024,3907,0.58% ↑,,,,,,,
辽宁,葫芦岛,2015,5632,—,,,,,,,
辽宁,葫芦岛,2016,4857,—,,,,,,,
辽宁,葫芦岛,2017,5407,—,,,,,,,
辽宁,葫芦岛,2018,5665,0.46% ↑,,,,,,,
辽宁,葫芦岛,2019,5465,0.79% ↓,,,,,,,
辽宁,葫芦岛,2020,5597,0.82% ↑,,,,,,,
辽宁,葫芦岛,2021,5423,0.59% ↓,,,,,,,
辽宁,葫芦岛,2022,5167,0.03% ↓,,,,,,,
辽宁,葫芦岛,2023,4866,0.05% ↓,,,,,,,
辽宁,葫芦岛,2024,4893,0.58% ↑,,,,,,,
辽宁,锦州,2015,5048,2.00% ↑,,,,,,,
辽宁,锦州,2016,5063,0.07% ↓,,,,,,,
辽宁,锦州,2017,5099,0.10% ↑,,,,,,,
辽宁,锦州,2018,5077,0.74% ↓,,,,,,,
辽宁,锦州,2019,5823,1.29% ↑,,,,,,,
辽宁,锦州,2020,5930,0.42% ↑,,,,,,,
辽宁,锦州,2021,5361,2.11% ↓,,,,,,,
辽宁,锦州,2022,5327,0.77% ↑,,,,,,,
辽宁,锦州,2023,4793,0.37% ↓,,,,,,,
辽宁,锦州,2024,4753,0.49% ↓,,,,,,,
辽宁,辽阳,2015,4642,1.00% ↓,,,,,,,
辽宁,辽阳,2016,4516,0.02% ↑,,,,,,,
辽宁,辽阳,2017,4450,0.02% ↑,,,,,,,
辽宁,辽阳,2018,4540,1.57% ↑,,,,,,,
辽宁,辽阳,2019,4736,0.99% ↓,,,,,,,
辽宁,辽阳,2020,4678,0.44% ↓,,,,,,,
辽宁,辽阳,2021,4484,0.67% ↓,,,,,,,
辽宁,辽阳,2022,4225,0.61% ↓,,,,,,,
辽宁,辽阳,2023,3930,0.78% ↓,,,,,,,
辽宁,辽阳,2024,3978,0.92% ↑,,,,,,,
辽宁,盘锦,2015,3840,5.00% ↓,,,,,,,
辽宁,盘锦,2016,3949,0.13% ↓,,,,,,,
辽宁,盘锦,2017,3835,0.03% ↓,,,,,,,
辽宁,盘锦,2018,3987,0.37% ↓,,,,,,,
辽宁,盘锦,2019,4355,0.60% ↓,,,,,,,
辽宁,盘锦,2020,4392,0.88% ↑,,,,,,,
辽宁,盘锦,2021,4346,2.28% ↓,,,,,,,
辽宁,盘锦,2022,4447,0.14% ↑,,,,,,,
辽宁,盘锦,2023,4285,0.03% ↓,,,,,,,
辽宁,盘锦,2024,4379,1.59% ↑,,,,,,,
辽宁,沈阳,2011,8040,0.42% ↑,,,,,,,
辽宁,沈阳,2012,7965,0.42% ↓,,,,,,,
辽宁,沈阳,2013,8203,0.53% ↓,,,,,,,
辽宁,沈阳,2014,7927,0.50% ↓,,,,,,,
辽宁,沈阳,2015,7184,1.00% ↑,,,,,,,
辽宁,沈阳,2016,7184,0.91% ↑,,,,,,,
辽宁,沈阳,2017,7935,—,,,,,,,
辽宁,沈阳,2018,8932,0.13% ↓,,,,,,,
辽宁,沈阳,2019,9736,0.54% ↑,,,,,,,
辽宁,沈阳,2020,9909,0.05% ↑,,,,,,,
辽宁,沈阳,2021,10003,1.82% ↓,,,,,,,
辽宁,沈阳,2022,9321,0.15% ↓,,,,,,,
辽宁,沈阳,2023,8582,0.38% ↓,,,,,,,
辽宁,沈阳,2024,8567,0.10% ↓,,,,,,,
辽宁,铁岭,2015,3917,—,,,,,,,
辽宁,铁岭,2016,3927,0.19% ↓,,,,,,,
辽宁,铁岭,2017,4003,—,,,,,,,
辽宁,铁岭,2018,4061,0.37% ↑,,,,,,,
辽宁,铁岭,2019,4010,0.63% ↑,,,,,,,
辽宁,铁岭,2020,3979,0.32% ↑,,,,,,,
辽宁,铁岭,2021,3832,0.21% ↓,,,,,,,
辽宁,铁岭,2022,3705,0.08% ↑,,,,,,,
辽宁,铁岭,2023,3693,0.07% ↑,,,,,,,
辽宁,铁岭,2024,3672,0.22% ↓,,,,,,,
辽宁,瓦房店,2019,7212,—,,,,,,,
辽宁,瓦房店,2020,7212,—,,,,,,,
辽宁,瓦房店,2021,7108,—,,,,,,,
辽宁,瓦房店,2022,6281,6.33% ↓,,,,,,,
辽宁,瓦房店,2023,5152,6.24% ↓,,,,,,,
辽宁,瓦房店,2024,5143,—,,,,,,,
辽宁,营口,2017,4560,0.08% ↑,,,,,,,
辽宁,营口,2018,4808,0.02% ↓,,,,,,,
辽宁,营口,2019,4901,0.10% ↓,,,,,,,
辽宁,营口,2020,4948,0.29% ↑,,,,,,,
辽宁,营口,2021,4951,0.32% ↓,,,,,,,
辽宁,营口,2022,4856,0.65% ↑,,,,,,,
辽宁,营口,2023,4373,0.70% ↓,,,,,,,
辽宁,营口,2024,4334,0.36% ↑,,,,,,,
内蒙古,巴彦淖尔,2015,5009,1.00% ↓,,,,,,,
内蒙古,巴彦淖尔,2016,5290,0.28% ↑,,,,,,,
内蒙古,巴彦淖尔,2017,5274,—,,,,,,,
内蒙古,巴彦淖尔,2018,5699,0.77% ↑,,,,,,,
内蒙古,巴彦淖尔,2019,5444,0.01% ↓,,,,,,,
内蒙古,巴彦淖尔,2020,5456,0.10% ↑,,,,,,,
内蒙古,巴彦淖尔,2021,5462,0.89% ↓,,,,,,,
内蒙古,巴彦淖尔,2022,5392,0.57% ↓,,,,,,,
内蒙古,巴彦淖尔,2023,5409,0.06% ↑,,,,,,,
内蒙古,巴彦淖尔,2024,5457,0.31% ↑,,,,,,,
内蒙古,包头,2015,5668,—,,,,,,,
内蒙古,包头,2016,5814,0.03% ↑,,,,,,,
内蒙古,包头,2017,6526,0.02% ↑,,,,,,,
内蒙古,包头,2018,7322,0.01% ↑,,,,,,,
内蒙古,包头,2019,7925,0.14% ↓,,,,,,,
内蒙古,包头,2020,8198,0.93% ↓,,,,,,,
内蒙古,包头,2021,7957,2.04% ↓,,,,,,,
内蒙古,包头,2022,7577,1.09% ↓,,,,,,,
内蒙古,包头,2023,7424,0.03% ↓,,,,,,,
内蒙古,包头,2024,7359,0.51% ↓,,,,,,,
内蒙古,赤峰,2015,5718,1.00% ↓,,,,,,,
内蒙古,赤峰,2016,6073,0.13% ↑,,,,,,,
内蒙古,赤峰,2017,7321,0.01% ↑,,,,,,,
内蒙古,赤峰,2018,8732,0.19% ↓,,,,,,,
内蒙古,赤峰,2019,9729,0.39% ↑,,,,,,,
内蒙古,赤峰,2020,9839,0.26% ↓,,,,,,,
内蒙古,赤峰,2021,8272,2.35% ↓,,,,,,,
内蒙古,赤峰,2022,7590,0.20% ↑,,,,,,,
内蒙古,赤峰,2023,7212,0.31% ↑,,,,,,,
内蒙古,赤峰,2024,7227,0.61% ↑,,,,,,,
内蒙古,鄂尔多斯,2015,4349,—,,,,,,,
内蒙古,鄂尔多斯,2016,4442,0.53% ↑,,,,,,,
内蒙古,鄂尔多斯,2017,5551,—,,,,,,,
内蒙古,鄂尔多斯,2018,6199,0.55% ↑,,,,,,,
内蒙古,鄂尔多斯,2019,6965,0.38% ↑,,,,,,,
内蒙古,鄂尔多斯,2020,7199,0.40% ↑,,,,,,,
内蒙古,鄂尔多斯,2021,7544,0.63% ↓,,,,,,,
内蒙古,鄂尔多斯,2022,7931,1.53% ↑,,,,,,,
内蒙古,鄂尔多斯,2023,8424,0.57% ↑,,,,,,,
内蒙古,鄂尔多斯,2024,8471,0.04% ↑,,,,,,,
内蒙古,海拉尔,2018,4792,0.85% ↑,,,,,,,
内蒙古,海拉尔,2019,4604,0.26% ↑,,,,,,,
内蒙古,海拉尔,2020,4589,0.05% ↑,,,,,,,
内蒙古,海拉尔,2021,4537,—,,,,,,,
内蒙古,海拉尔,2022,4537,—,,,,,,,
内蒙古,海拉尔,2023,4508,—,,,,,,,
内蒙古,海拉尔,2024,4504,0.07% ↓,,,,,,,
内蒙古,呼和浩特,2011,6987,0.01% ↓,,,,,,,
内蒙古,呼和浩特,2012,6762,0.42% ↓,,,,,,,
内蒙古,呼和浩特,2013,6660,0.39% ↓,,,,,,,
内蒙古,呼和浩特,2014,4997,19.17% ↓,,,,,,,
内蒙古,呼和浩特,2015,5418,22.00% ↓,,,,,,,
内蒙古,呼和浩特,2016,6597,0.61% ↑,,,,,,,
内蒙古,呼和浩特,2017,7893,0.02% ↑,,,,,,,
内蒙古,呼和浩特,2018,10466,1.79% ↑,,,,,,,
内蒙古,呼和浩特,2019,11279,0.04% ↑,,,,,,,
内蒙古,呼和浩特,2020,11602,0.19% ↓,,,,,,,
内蒙古,呼和浩特,2021,10936,2.17% ↓,,,,,,,
内蒙古,呼和浩特,2022,10257,0.32% ↑,,,,,,,
内蒙古,呼和浩特,2023,9344,0.58% ↓,,,,,,,
内蒙古,呼和浩特,2024,9167,0.56% ↓,,,,,,,
内蒙古,呼伦贝尔,2016,4553,3.23% ↓,,,,,,,
内蒙古,呼伦贝尔,2017,3732,0.07% ↑,,,,,,,
内蒙古,呼伦贝尔,2018,3862,1.83% ↓,,,,,,,
内蒙古,呼伦贝尔,2019,4333,1.02% ↑,,,,,,,
内蒙古,呼伦贝尔,2020,4500,1.18% ↑,,,,,,,
内蒙古,呼伦贝尔,2021,4796,0.03% ↑,,,,,,,
内蒙古,呼伦贝尔,2022,4682,1.40% ↓,,,,,,,
内蒙古,呼伦贝尔,2023,4862,0.13% ↑,,,,,,,
内蒙古,呼伦贝尔,2024,4897,0.43% ↓,,,,,,,
内蒙古,通辽,2015,4483,3.00% ↓,,,,,,,
内蒙古,通辽,2016,5069,0.44% ↓,,,,,,,
内蒙古,通辽,2017,5807,0.07% ↓,,,,,,,
内蒙古,通辽,2018,6505,0.09% ↓,,,,,,,
内蒙古,通辽,2019,6610,0.10% ↓,,,,,,,
内蒙古,通辽,2020,6385,0.44% ↓,,,,,,,
内蒙古,通辽,2021,6421,0.46% ↓,,,,,,,
内蒙古,通辽,2022,6429,0.91% ↑,,,,,,,
内蒙古,通辽,2023,6273,1.17% ↑,,,,,,,
内蒙古,通辽,2024,6325,0.51% ↑,,,,,,,
内蒙古,乌海,2017,4386,0.02% ↑,,,,,,,
内蒙古,乌海,2018,4893,0.55% ↑,,,,,,,
内蒙古,乌海,2019,4903,0.14% ↑,,,,,,,
内蒙古,乌海,2020,4842,0.04% ↑,,,,,,,
内蒙古,乌海,2021,5516,0.73% ↓,,,,,,,
内蒙古,乌海,2022,5332,2.46% ↓,,,,,,,
内蒙古,乌海,2023,5860,1.76% ↑,,,,,,,
内蒙古,乌海,2024,5863,0.62% ↑,,,,,,,
内蒙古,乌兰察布,2018,5358,1.35% ↑,,,,,,,
内蒙古,乌兰察布,2019,5001,0.01% ↑,,,,,,,
内蒙古,乌兰察布,2020,4977,0.46% ↓,,,,,,,
内蒙古,乌兰察布,2021,4781,0.46% ↓,,,,,,,
内蒙古,乌兰察布,2022,4895,0.46% ↑,,,,,,,
内蒙古,乌兰察布,2023,4286,1.10% ↓,,,,,,,
内蒙古,乌兰察布,2024,4467,3.06% ↑,,,,,,,
内蒙古,锡林郭勒盟,2018,4668,4.17% ↑,,,,,,,
内蒙古,锡林郭勒盟,2019,4722,—,,,,,,,
内蒙古,锡林郭勒盟,2020,4762,0.46% ↑,,,,,,,
内蒙古,锡林郭勒盟,2021,4978,0.17% ↑,,,,,,,
内蒙古,锡林郭勒盟,2022,4924,0.56% ↓,,,,,,,
内蒙古,锡林郭勒盟,2023,5358,1.20% ↑,,,,,,,
内蒙古,锡林郭勒盟,2024,5363,0.55% ↑,,,,,,,
内蒙古,兴安盟,2017,4446,0.81% ↓,,,,,,,
内蒙古,兴安盟,2018,4976,1.81% ↑,,,,,,,
内蒙古,兴安盟,2019,5513,0.27% ↓,,,,,,,
内蒙古,兴安盟,2020,5511,0.31% ↑,,,,,,,
内蒙古,兴安盟,2021,5582,0.52% ↑,,,,,,,
内蒙古,兴安盟,2022,5594,0.16% ↓,,,,,,,
内蒙古,兴安盟,2023,5670,0.20% ↓,,,,,,,
内蒙古,兴安盟,2024,5700,0.26% ↑,,,,,,,
宁夏,固原,2019,4351,0.32% ↓,,,,,,,
宁夏,固原,2020,4420,0.86% ↑,,,,,,,
宁夏,固原,2021,4935,0.03% ↓,,,,,,,
宁夏,固原,2022,4705,0.98% ↓,,,,,,,
宁夏,固原,2023,5189,1.61% ↑,,,,,,,
宁夏,固原,2024,5352,1.51% ↑,,,,,,,
宁夏,石嘴山,2016,3009,2.27% ↓,,,,,,,
宁夏,石嘴山,2017,2954,0.01% ↓,,,,,,,
宁夏,石嘴山,2018,2976,0.60% ↑,,,,,,,
宁夏,石嘴山,2019,2917,—,,,,,,,
宁夏,石嘴山,2020,2918,0.07% ↑,,,,,,,
宁夏,石嘴山,2021,3201,0.60% ↑,,,,,,,
宁夏,石嘴山,2022,3448,0.28% ↑,,,,,,,
宁夏,石嘴山,2023,4041,0.29% ↑,,,,,,,
宁夏,石嘴山,2024,4058,1.03% ↑,,,,,,,
宁夏,吴忠,2019,4471,0.04% ↑,,,,,,,
宁夏,吴忠,2020,4563,1.25% ↑,,,,,,,
宁夏,吴忠,2021,4948,1.97% ↓,,,,,,,
宁夏,吴忠,2022,5047,1.53% ↓,,,,,,,
宁夏,吴忠,2023,6135,0.79% ↓,,,,,,,
宁夏,吴忠,2024,6283,1.01% ↑,,,,,,,
宁夏,银川,2011,5886,0.22% ↑,,,,,,,
宁夏,银川,2012,5568,0.58% ↓,,,,,,,
宁夏,银川,2013,5720,1.47% ↓,,,,,,,
宁夏,银川,2015,4592,14.00% ↓,,,,,,,
宁夏,银川,2016,5285,0.38% ↑,,,,,,,
宁夏,银川,2017,4906,—,,,,,,,
宁夏,银川,2018,5152,0.45% ↑,,,,,,,
宁夏,银川,2019,6083,6.26% ↑,,,,,,,
宁夏,银川,2020,6237,0.27% ↓,,,,,,,
宁夏,银川,2021,7423,0.31% ↓,,,,,,,
宁夏,银川,2022,7390,0.57% ↓,,,,,,,
宁夏,银川,2023,6966,0.17% ↑,,,,,,,
宁夏,银川,2024,6927,0.47% ↓,,,,,,,
宁夏,中卫,2016,4408,0.18% ↓,,,,,,,
宁夏,中卫,2017,4408,—,,,,,,,
宁夏,中卫,2018,4408,—,,,,,,,
宁夏,中卫,2019,4028,0.02% ↑,,,,,,,
宁夏,中卫,2020,4057,0.08% ↓,,,,,,,
宁夏,中卫,2021,4433,1.24% ↓,,,,,,,
宁夏,中卫,2022,4417,0.49% ↑,,,,,,,
宁夏,中卫,2023,5374,2.06% ↑,,,,,,,
宁夏,中卫,2024,5388,0.31% ↑,,,,,,,
青海,海东,2019,10522,2.80% ↑,,,,,,,
青海,海东,2020,10565,1.85% ↓,,,,,,,
青海,海东,2021,8387,3.23% ↓,,,,,,,
青海,海东,2022,7969,0.77% ↓,,,,,,,
青海,海东,2023,8588,1.83% ↓,,,,,,,
青海,海东,2024,8316,1.40% ↓,,,,,,,
青海,海南,2019,7029,6.12% ↓,,,,,,,
青海,海南,2020,7001,—,,,,,,,
青海,海南,2021,7001,—,,,,,,,
青海,海南,2022,7001,—,,,,,,,
青海,海南,2023,7001,—,,,,,,,
青海,海南,2024,7001,—,,,,,,,
青海,海西,2021,4788,1.35% ↑,,,,,,,
青海,海西,2022,4579,0.09% ↓,,,,,,,
青海,海西,2023,4428,1.15% ↓,,,,,,,
青海,海西,2024,4441,0.07% ↑,,,,,,,
青海,西宁,2015,4343,—,,,,,,,
青海,西宁,2016,6339,0.34% ↑,,,,,,,
青海,西宁,2017,6478,—,,,,,,,
青海,西宁,2018,7433,1.77% ↑,,,,,,,
青海,西宁,2019,9089,0.77% ↑,,,,,,,
青海,西宁,2020,9542,0.14% ↓,,,,,,,
青海,西宁,2021,10405,0.75% ↓,,,,,,,
青海,西宁,2022,9609,0.29% ↑,,,,,,,
青海,西宁,2023,8592,0.06% ↑,,,,,,,
青海,西宁,2024,8642,0.89% ↑,,,,,,,
山东,滨州,2015,4606,1.00% ↓,,,,,,,
山东,滨州,2016,4960,0.18% ↑,,,,,,,
山东,滨州,2017,7219,—,,,,,,,
山东,滨州,2018,7773,1.21% ↓,,,,,,,
山东,滨州,2019,7793,0.88% ↓,,,,,,,
山东,滨州,2020,7911,0.17% ↓,,,,,,,
山东,滨州,2021,7568,0.61% ↓,,,,,,,
山东,滨州,2022,7409,0.60% ↓,,,,,,,
山东,滨州,2023,6647,0.20% ↓,,,,,,,
山东,滨州,2024,6597,0.11% ↑,,,,,,,
山东,德州,2015,5243,—,,,,,,,
山东,德州,2016,5301,0.22% ↑,,,,,,,
山东,德州,2017,6849,0.02% ↓,,,,,,,
山东,德州,2018,8066,1.07% ↑,,,,,,,
山东,德州,2019,8826,0.75% ↑,,,,,,,
山东,德州,2020,8865,0.30% ↓,,,,,,,
山东,德州,2021,9011,1.01% ↓,,,,,,,
山东,德州,2022,8619,1.47% ↓,,,,,,,
山东,德州,2023,7131,2.87% ↓,,,,,,,
山东,德州,2024,6870,0.71% ↓,,,,,,,
山东,东营,2015,6134,—,,,,,,,
山东,东营,2016,6199,0.30% ↓,,,,,,,
山东,东营,2017,6200,0.02% ↑,,,,,,,
山东,东营,2018,7015,0.95% ↑,,,,,,,
山东,东营,2019,7924,0.59% ↓,,,,,,,
山东,东营,2020,7992,0.20% ↓,,,,,,,
山东,东营,2021,7825,0.78% ↑,,,,,,,
山东,东营,2022,7716,0.46% ↑,,,,,,,
山东,东营,2023,7072,0.07% ↓,,,,,,,
山东,东营,2024,6968,0.24% ↓,,,,,,,
山东,菏泽,2015,4706,—,,,,,,,
山东,菏泽,2016,4712,0.60% ↑,,,,,,,
山东,菏泽,2017,6100,0.03% ↑,,,,,,,
山东,菏泽,2018,6470,2.08% ↓,,,,,,,
山东,菏泽,2019,6032,2.20% ↓,,,,,,,
山东,菏泽,2020,5936,0.04% ↓,,,,,,,
山东,菏泽,2021,5820,1.80% ↓,,,,,,,
山东,菏泽,2022,6189,0.57% ↑,,,,,,,
山东,菏泽,2023,5634,0.31% ↑,,,,,,,
山东,菏泽,2024,5609,—,,,,,,,
山东,济南,2010,7876,1.68% ↑,,,,,,,
山东,济南,2011,8507,1.39% ↓,,,,,,,
山东,济南,2012,8417,0.13% ↑,,,,,,,
山东,济南,2013,9084,0.58% ↑,,,,,,,
山东,济南,2014,9266,0.20% ↑,,,,,,,
山东,济南,2015,9206,3.00% ↓,,,,,,,
山东,济南,2016,11573,4.04% ↑,,,,,,,
山东,济南,2017,15715,0.01% ↑,,,,,,,
山东,济南,2018,17532,1.26% ↓,,,,,,,
山东,济南,2019,15924,1.41% ↓,,,,,,,
山东,济南,2020,15874,0.09% ↓,,,,,,,
山东,济南,2021,15329,0.77% ↓,,,,,,,
山东,济南,2022,15695,0.33% ↑,,,,,,,
山东,济南,2023,14831,1.93% ↓,,,,,,,
山东,济南,2024,15057,1.62% ↑,,,,,,,
山东,济宁,2015,5462,—,,,,,,,
山东,济宁,2016,5637,0.18% ↑,,,,,,,
山东,济宁,2017,6617,0.01% ↓,,,,,,,
山东,济宁,2018,7529,0.72% ↑,,,,,,,
山东,济宁,2019,8208,1.10% ↑,,,,,,,
